symbol,name,exchange,market_category,test_issue,financial_status,round_lot_size,etf,nextshares,source_file
ALPS,ALPS Group Inc - Ordinary Share,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ALRM,"Alarm.com Holdings, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ALRS,Alerus Financial Corporation - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ALT,"Altimmune, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ALTI,"AlTi Global, Inc. - Class A Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ALTO,"Alto Ingredients, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ALTS,ALT5 Sigma Corporation - Common Stock,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
ALTY,Global X Alternative Income ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ALVO,Alvotech - Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ALVOW,Alvotech - Warrant,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ALXO,ALX Oncology Holdings Inc. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ALZN,"Alzamend Neuro, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AMAL,Amalgamated Financial Corp. - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
AMAT,"Applied Materials, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AMBA,"Ambarella, Inc. - Ordinary Shares",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AMBR,Amber International Holding Limited - American Depositary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
AMCI,AMC Robotics Corporation - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AMCX,AMC Networks Inc. - Class A Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AMD,"Advanced Micro Devices, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AMDD,Direxion Daily AMD Bear 1X Shares,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AMDG,Leverage Shares 2X Long AMD Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AMDL,GraniteShares 2x Long AMD Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AMGN,Amgen Inc. - Common Stock,NASDAQ,Q,N,N,40,N,N,nasdaqlisted.txt
AMID,Argent Mid Cap ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AMIX,"Autonomix Medical, Inc. - Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
AMKR,"Amkor Technology, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
AMODW,"Alpha Modus Holdings, Inc. - Warrant",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AMPG,"Amplitech Group, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AMPGR,"Amplitech Group, Inc. - Series A Right",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AMPGW,"Amplitech Group, Inc. - Warrants",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AMPGZ,"Amplitech Group, Inc. - Series B Right",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AMPL,"Amplitude, Inc. - Class A Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AMRN,Amarin Corporation plc - American Depositary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AMSC,American Superconductor Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AMSF,"AMERISAFE, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AMST,Amesite Inc. - Common Stock,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
AMTX,"Aemetis, Inc - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
AMUN,abrdn Ultra Short Municipal Income Active ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AMUU,Direxion Daily AMD Bull 2X Shares,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AMWD,American Woodmark Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AMYY,GraniteShares YieldBOOST AMD ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AMZD,Direxion Daily AMZN Bear 1X Shares,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AMZN,"Amazon.com, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AMZU,Direxion Daily AMZN Bull 2X Shares,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AMZZ,GraniteShares 2x Long AMZN Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ANAB,"AnaptysBio, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ANDE,"The Andersons, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ANEB,"Anebulo Pharmaceuticals, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ANEL,Defiance Daily Target 2x Long ANET ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ANGH,Anghami Inc. - Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ANGHW,Anghami Inc. - Warrants,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ANGI,Angi Inc. - Class A Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ANGL,VanEck Fallen Angel High Yield Bond ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ANGO,"AngioDynamics, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ANIK,Anika Therapeutics Inc. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ANIX,"Anixa Biosciences, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ANL,Adlai Nortye Ltd. - American Depositary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ANNA,"AleAnna, Inc. - Class A Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ANNAW,"AleAnna, Inc. - Warrant",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ANNX,"Annexon, Inc. - common stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ANSC,Agriculture & Natural Solutions Acquisition Corporation - Class A Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ANSCU,Agriculture & Natural Solutions Acquisition Corporation - Unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ANSCW,Agriculture & Natural Solutions Acquisition Corporation - Warrant,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ANTX,"AN2 Therapeutics, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ANV,GraniteShares Autocallable NVDA ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ANY,Sphere 3D Corp. - Common Shares,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
AOHY,Angel Oak High Yield Opportunities ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AOTG,AOT Growth and Innovation ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AOUT,"American Outdoor Brands, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
APA,APA Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
APACR,StoneBridge Acquisition II Corporation - Rights,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
APACU,StoneBridge Acquisition II Corporation - Units,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
APAD,A Paradise Acquisition Corp. - Class A Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
APADR,A Paradise Acquisition Corp. - Rights,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
APADU,A Paradise Acquisition Corp. - Unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
APEI,"American Public Education, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
APGE,"Apogee Therapeutics, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
API,"Agora, Inc. - ADS",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
APLD,Applied Digital Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
APLM,Apollomics Inc. - Class A Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
APLMW,Apollomics Inc. - Warrant,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
APLS,"Apellis Pharmaceuticals, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
APM,Aptorum Group Limited - Class A Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
APOG,"Apogee Enterprises, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
APP,Applovin Corporation - Class A Common Stock,NASDAQ,Q,N,N,40,N,N,nasdaqlisted.txt
APPF,"AppFolio, Inc. - Class A Common Stock",NASDAQ,G,N,N,40,N,N,nasdaqlisted.txt
APPN,Appian Corporation - Class A Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
APPS,"Digital Turbine, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
APPX,Tradr 2X Long APP Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
APRE,"Aprea Therapeutics, Inc. - Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
APVO,Aptevo Therapeutics Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
APWC,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
APXT,Apex Treasury Corporation - Class A Ordinary Share,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
APXTU,Apex Treasury Corporation - Units,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
APXTW,Apex Treasury Corporation - Warrants,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
APYX,Apyx Medical Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AQB,"AquaBounty Technologies, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AQMS,"Aqua Metals, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AQST,"Aquestive Therapeutics, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
AQWA,Global X Clean Water ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ARAI,Arrive AI Inc. - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ARAY,Accuray Incorporated - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ARBB,ARB IOT Group Limited - Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ARBE,Arbe Robotics Ltd. - Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ARBEW,Arbe Robotics Ltd. - Warrant,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ARBK,Argo Blockchain plc - American Depositary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ARCB,ArcBest Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ARCC,Ares Capital Corporation - Closed End Fund,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ARCIU,Archimedes Tech SPAC Partners III Co. - Unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ARDX,"Ardelyx, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
AREB,"American Rebel Holdings, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AREBW,"American Rebel Holdings, Inc. - warrants",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AREC,American Resources Corporation - Class A Common Stock,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
ARGX,argenx SE - American Depositary Shares,NASDAQ,Q,N,N,40,N,N,nasdaqlisted.txt
ARHS,"Arhaus, Inc. - Class A Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ARKO,ARKO Corp. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ARKR,Ark Restaurants Corp. - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ARLP,"Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ARM,Arm Holdings plc - American Depositary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ARMG,Leverage Shares 2X Long ARM Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AROW,Arrow Financial Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ARQ,"Arq, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ARQQ,Arqit Quantum Inc. - Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ARQQW,Arqit Quantum Inc. - Warrants,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ARRY,"Array Technologies, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ARTCU,Art Technology Acquisition Corp. - Units,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ARTL,"Artelo Biosciences, Inc. - Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ARVN,"Arvinas, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ARVR,First Trust Indxx Metaverse ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ASBP,"Aspire Biopharma Holdings, Inc.  - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ASBPW,"Aspire Biopharma Holdings, Inc.  - Warrant",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ASCI,abrdn International Small Cap Active ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ASLE,AerSale Corporation - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ASMB,"Assembly Biosciences, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ASMG,Leverage Shares 2X Long ASML Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ASML,ASML Holding N.V. - New York Registry Shares,NASDAQ,Q,N,N,40,N,N,nasdaqlisted.txt
ASND,Ascendis Pharma A/S - American Depositary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ASNS,"Actelis Networks, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ASO,"Academy Sports and Outdoors, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ASPC,A SPAC III Acquisition Corp. - Class A Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ASPCR,A SPAC III Acquisition Corp. - Right,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ASPCU,A SPAC III Acquisition Corp. - Unit,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ASPI,ASP Isotopes Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ASPS,Altisource Portfolio Solutions S.A. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ASPSW,Altisource Portfolio Solutions S.A. - Net Settle Stakeholder Warrants,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ASPSZ,Altisource Portfolio Solutions S.A. - Cash Exercise Stakeholder Warrants,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ASRT,"Assertio Holdings, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ASRV,AmeriServ Financial Inc. - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ASST,"Strive, Inc. - Class A Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ASTC,Astrotech Corporation - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ASTE,"Astec Industries, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ASTH,Astrana Health Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ASTI,"Ascent Solar Technologies, Inc - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ASTL,Algoma Steel Group Inc. - Common Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ASTLW,Algoma Steel Group Inc. - Warrant,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ASUR,Asure Software Inc - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ASYS,"Amtech Systems, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ATAI,AtaiBeckley Inc. - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ATAT,Atour Lifestyle Holdings Limited - American Depositary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ATCX,Atlas Critical Minerals Corporation - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ATEC,"Alphatec Holdings, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ATER,"Aterian, Inc. - Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
ATEX,Anterix Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ATHE,Alterity Therapeutics Limited - American Depositary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ATHR,"Aether Holdings, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ATII,Archimedes Tech SPAC Partners II Co. - Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ATIIU,Archimedes Tech SPAC Partners II Co. - Unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ATIIW,Archimedes Tech SPAC Partners II Co. - Warrant,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ATLC,Atlanticus Holdings Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ATLCL,Atlanticus Holdings Corporation - 6.125% Senior Notes due 2026,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ATLCP,"Atlanticus Holdings Corporation - 7.625% Series B Cumulative Perpetual Preferred Stock, no par value per share",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ATLCZ,Atlanticus Holdings Corporation - 9.25% Senior Notes due 2029,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ATLN,Atlantic International Corp. - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ATLO,Ames National Corporation - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ATLX,Atlas Lithium Corporation - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ATNI,"ATN International, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ATOM,Atomera Incorporated - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ATON,AlphaTON Capital Corp. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ATOS,"Atossa Therapeutics, Inc. - Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
ATPC,Agape ATP Corporation - Common Stock,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
ATRA,"Atara Biotherapeutics, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ATRC,"AtriCure, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ATRO,Astronics Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ATXG,Addentax Group Corp. - Common Stock,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
ATYR,"aTyr Pharma, Inc. - Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
AUBN,"Auburn National Bancorporation, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
AUDC,AudioCodes Ltd. - Ordinary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AUGO,Aura Minerals Inc. - Common Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AUID,authID Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AUMI,Themes Gold Miners ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AUPH,Aurinia Pharmaceuticals Inc - Common Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
AUR,"Aurora Innovation, Inc.  - Class A Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AURA,"Aura Biosciences, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
AURE,Aurelion Inc.  - Class A Ordinary Shares,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
AUROW,"Aurora Innovation, Inc.  - Warrant",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AUTL,Autolus Therapeutics plc - American Depositary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AUUD,Auddia Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AUUDW,Auddia Inc. - Warrants,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AVAV,"AeroVironment, Inc. - Common Stock",NASDAQ,Q,N,N,40,N,N,nasdaqlisted.txt
AVBH,"Avidbank Holdings, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AVBP,"ArriVent BioPharma, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
AVDL,Avadel Pharmaceuticals plc - Ordinary Share,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
AVGB,Avantis Credit ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AVGG,Leverage Shares 2X Long AVGO Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AVGO,Broadcom Inc. - Common Stock,NASDAQ,Q,N,N,40,N,N,nasdaqlisted.txt
AVGU,GraniteShares 2x Long AVGO Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AVGX,Defiance Daily Target 2X Long AVGO ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AVIR,"Atea Pharmaceuticals, Inc. - common stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AVL,Direxion Daily AVGO Bull 2X Shares,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AVNW,"Aviat Networks, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AVO,"Mission Produce, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AVPT,"AvePoint, Inc. - Class A Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AVR,Anteris Technologies Global Corp. - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
AVS,Direxion Daily AVGO Bear 1X Shares,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AVT,"Avnet, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AVTX,"Avalo Therapeutics, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AVUQ,Avantis U.S. Quality ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AVX,Avax One Technology Ltd. - Common Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AVXC,Avantis Emerging Markets ex-China Equity ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AVXL,Anavex Life Sciences Corp. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
AVXX,Defiance Daily Target 2x Long AVAV ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
AWRE,"Aware, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
AXG,Solowin Holdings - Class A Ordinary Share,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AXGN,"Axogen, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
AXIN,Axiom Intelligence Acquisition Corp 1 - Class A Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
AXINR,Axiom Intelligence Acquisition Corp 1 - Right,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
